Days_since_March1,cases,SGTF_proportion,mean_CT,OR_only,vaccinated
325,3754,0.8611444577831124,29.742857142857172,15.285714285714272,0.06764049549139266
326,3397,0.8442710417500325,29.957142857142887,16.7142857142857,0.07549383650477416
327,3184,0.8273976257169526,30.171428571428603,18.142857142857128,0.08347289768302868
328,2332,0.8105242096838727,30.385714285714318,19.571428571428555,0.09338490639620582
329,1827,0.7936507936507928,30.600000000000033,20.999999999999982,0.10408106256630777
330,3253,0.8175270108043209,30.728571428571463,19.571428571428555,0.10904300014496304
331,2936,0.8414032279578489,30.857142857142893,18.142857142857128,0.11282791475146535
332,2594,0.865279445111377,30.985714285714323,16.7142857142857,0.1169773216216875
333,2496,0.8891556622649051,31.114285714285753,15.285714285714272,0.12061871639711665
334,2193,0.9130318794184331,31.242857142857183,13.857142857142843,0.12646245906076775
335,1649,0.9369080965719612,31.371428571428613,12.428571428571415,0.13489356761756438
336,1544,0.9607843137254892,31.500000000000043,10.999999999999986,0.14314347236529662
337,2211,0.9663865546218477,31.300000000000043,9.857142857142843,0.1483987035428712
338,2019,0.9719887955182063,31.100000000000044,8.714285714285701,0.15345605374665333
339,1860,0.9775910364145648,30.900000000000045,7.571428571428559,0.1587978778949313
340,1662,0.9831932773109233,30.700000000000045,6.428571428571416,0.16513391763276627
341,1508,0.9887955182072818,30.500000000000046,5.285714285714274,0.17188544327262417
342,1091,0.9943977591036404,30.300000000000047,4.142857142857132,0.1783308467253104
343,972,0.9999999999999989,30.100000000000048,2.999999999999989,0.1880909970250504
344,1269,0.9999999999999989,29.857142857142904,3.7142857142857033,0.19272901275033386
345,1193,0.9999999999999989,29.61428571428576,4.428571428571417,0.1968689585367199
346,1284,0.9999999999999989,29.371428571428616,5.142857142857132,0.2022418920115098
347,1097,0.9999999999999989,29.128571428571473,5.857142857142846,0.20747723887729327
348,1021,0.9999999999999989,28.88571428571433,6.5714285714285605,0.21430685854813736
349,778,0.9999999999999989,28.642857142857185,7.285714285714275,0.22258915548120675
350,697,0.9999999999999989,28.40000000000004,7.999999999999989,0.23048258583287684
351,1178,0.9939637826961759,28.514285714285755,8.714285714285703,0.23403851013907473
352,1027,0.9879275653923529,28.62857142857147,9.428571428571416,0.2370646137504506
353,904,0.98189134808853,28.742857142857183,10.14285714285713,0.2424923894400193
354,943,0.975855130784707,28.857142857142897,10.857142857142843,0.2497740564894055
355,759,0.969818913480884,28.97142857142861,11.571428571428557,0.25642423628206984
356,677,0.963782696177061,29.085714285714324,12.28571428571427,0.2616764206699345
357,604,0.957746478873238,29.20000000000004,12.999999999999984,0.2670466280697208
358,885,0.9522619588498721,29.314285714285752,13.142857142857126,0.2691160397121778
359,887,0.9467774388265061,29.428571428571466,13.285714285714269,0.27203261925134925
360,637,0.9412929188031401,29.54285714285718,13.428571428571411,0.2768564891489386
361,604,0.9358083987797742,29.657142857142894,13.571428571428553,0.28360176085202354
362,530,0.9303238787564082,29.771428571428608,13.714285714285696,0.29139913714915416
363,347,0.9248393587330422,29.88571428571432,13.857142857142838,0.29935510686855443
364,360,0.9193548387096763,30.000000000000036,13.99999999999998,0.305249201741096
365,536,0.9159502029025368,29.88571428571432,11.99999999999998,0.30800654642858516
366,560,0.9125455670953974,29.771428571428608,9.99999999999998,0.31003667051951933
367,475,0.9091409312882579,29.657142857142894,7.9999999999999805,0.31274414407017753
368,450,0.9057362954811184,29.54285714285718,5.9999999999999805,0.31715894235987013
369,402,0.902331659673979,29.428571428571466,3.9999999999999805,0.3236712148288217
370,287,0.8989270238668395,29.314285714285752,1.9999999999999805,0.3308792778531101
371,298,0.8955223880597001,29.20000000000004,-1.9539925233402755e-14,0.33724386119980654
372,505,0.9104477611940285,29.657142857142894,2.714285714285695,0.33942937156594727
373,416,0.9253731343283569,30.11428571428575,5.428571428571409,0.34191587268395873
374,422,0.9402985074626853,30.571428571428605,8.142857142857125,0.344496663925625
375,419,0.9552238805970137,31.02857142857146,10.85714285714284,0.34858834214871154
376,399,0.9701492537313421,31.485714285714316,13.571428571428555,0.3506325776867233
377,311,0.9850746268656705,31.94285714285717,16.28571428571427,0.35644040030326785
378,322,0.9999999999999989,32.40000000000003,18.999999999999986,0.36469174826717843
379,482,0.9999999999999989,31.771428571428597,17.7142857142857,0.3693898979998948
380,378,0.9999999999999989,31.142857142857167,16.428571428571416,0.3764420936769171
381,467,0.9999999999999989,30.514285714285737,15.14285714285713,0.3837773200822569
382,378,0.9999999999999989,29.885714285714307,13.857142857142843,0.39127675241722676
383,373,0.9999999999999989,29.257142857142878,12.571428571428557,0.40105710774346415
384,259,0.9999999999999989,28.628571428571448,11.28571428571427,0.4112308196569892
385,450,0.9999999999999989,28.000000000000018,9.999999999999984,0.4240756040020064
386,470,0.9999999999999989,28.328571428571447,10.142857142857126,0.42987588982295266
387,329,0.9999999999999989,28.657142857142876,10.285714285714269,0.4356829106527314
388,486,0.9999999999999989,28.985714285714305,10.428571428571411,0.4411198267114299
389,399,0.9999999999999989,29.314285714285734,10.571428571428553,0.4464791298112017
390,311,0.9999999999999989,29.642857142857164,10.714285714285696,0.4518604018683556
391,259,0.9999999999999989,29.971428571428593,10.857142857142838,0.45765764089959193
392,354,0.9999999999999989,30.300000000000022,10.99999999999998,0.4665425607658154
393,257,0.9637526652452014,30.65714285714288,9.42857142857141,0.47113872322192557
394,224,0.927505330490404,31.014285714285737,7.857142857142838,0.4747854097900088
395,275,0.8912579957356065,31.371428571428595,6.285714285714267,0.4782869729534874
396,293,0.855010660980809,31.728571428571453,4.714285714285696,0.4815547350960669
397,210,0.8187633262260116,32.08571428571431,3.1428571428571246,0.4831195021481471
398,176,0.7825159914712141,32.442857142857164,1.5714285714285532,0.4843022979850136
399,161,0.7462686567164166,32.80000000000002,-1.8207657603852567e-14,0.4854653698674422
400,172,0.7825159914712141,32.74285714285716,4.714285714285696,0.48591036152244554
401,246,0.8187633262260116,32.685714285714305,9.42857142857141,0.4861409553962815
402,220,0.855010660980809,32.62857142857145,14.142857142857125,0.4867150347205741
403,232,0.8912579957356065,32.57142857142859,18.85714285714284,0.48717509996677394
404,230,0.927505330490404,32.514285714285734,23.571428571428555,0.48777948683081274
405,181,0.9637526652452014,32.45714285714288,28.28571428571427,0.4886009975510225
406,205,0.9999999999999989,32.40000000000002,32.999999999999986,0.4896957572010073
407,244,0.9999999999999989,31.942857142857164,28.28571428571427,0.4903484116283455
408,153,0.9999999999999989,31.48571428571431,23.571428571428555,0.4906987924449878
409,206,0.9999999999999989,31.028571428571453,18.85714285714284,0.49107194400577797
410,170,0.9999999999999989,30.571428571428598,14.142857142857125,0.49249046515178146
411,170,0.9999999999999989,30.114285714285742,9.42857142857141,0.4938482108609394
412,123,0.9999999999999989,29.657142857142887,4.714285714285695,0.4957368997663914
413,211,0.9999999999999989,29.20000000000003,-1.9539925233402755e-14,0.4975338642658391
414,199,0.9999999999999989,29.72857142857146,-1.9539925233402755e-14,0.49867384468941345
415,194,0.9999999999999989,30.257142857142888,-1.9539925233402755e-14,0.5003447683092819
416,207,0.9999999999999989,30.785714285714317,-1.9539925233402755e-14,0.5018806710377943
